country,year,population,gdp,co2,co2_growth_abs,co2_growth_prct,co2_per_unit_energy,cement_co2,coal_co2,flaring_co2,gas_co2,oil_co2,primary_energy_consumption,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_co2
Australia,1977,14092545,303887974400,187.609,13.531,7.77,0.24,2.478,96.182,,11.051,77.898,785.969,0.68,1.5,,0.46,0.88,1.01
Australia,1978,14249403,312728256512,201.825,14.216,7.58,0.25,2.463,104.08,,13.802,81.48,811.221,0.64,1.58,,0.55,0.89,1.06
Australia,1979,14413002,329194274816,204.875,3.05,1.51,0.244,2.586,107.315,,15.286,79.688,841.291,0.66,1.57,,0.58,0.86,1.04
Australia,1980,14588400,335756460032,220.537,15.662,7.64,0.262,2.658,117.986,,17.671,82.222,844.247,0.67,1.67,,0.65,0.92,1.13
Australia,1981,14777241,348726755328,230.14,9.603,4.35,0.269,2.961,121.143,,20.361,85.675,857.794,0.75,1.72,,0.74,1,1.21
Australia,1982,14979203,348301459456,233.897,3.756,1.63,0.276,2.83,123.473,,22.53,85.063,849.919,0.72,1.72,,0.83,1.02,1.24
Australia,1983,15194644,348353560576,224.792,-9.104,-3.89,0.275,2.384,122.29,0.44,22.79,76.889,820.939,0.59,1.66,0.21,0.83,0.93,1.18
Australia,1984,15423156,372379582464,236.37,11.578,5.15,0.278,2.691,127.947,0.275,24.05,81.407,852.42,0.65,1.66,0.15,0.81,0.98,1.2
Australia,1985,15663672,391229276160,240.998,4.628,1.96,0.275,2.901,135.689,0.352,30.147,71.91,877.57,0.7,1.65,0.19,0.98,0.86,1.19
Australia,1986,15917580,399344402432,239.733,-1.265,-0.52,0.269,2.918,134.458,0.319,28.092,73.947,894.905,0.67,1.61,0.19,0.93,0.86,1.16
Australia,1987,16183159,419094036480,255.862,16.129,6.73,0.279,2.888,147.394,0.256,28.972,76.352,921.182,0.64,1.71,0.16,0.89,0.88,1.2
Australia,1988,16452258,437912797184,260.892,5.03,1.97,0.272,3.148,150.502,0.348,29.686,77.208,963.451,0.66,1.68,0.19,0.86,0.86,1.18
Australia,1989,16713988,457176154112,277.501,16.609,6.37,0.275,3.393,161.791,0.535,30.345,81.436,1012.084,0.69,1.81,0.35,0.85,0.89,1.24
Bangladesh,1946,36429654,,0.117,,,,,0.117,,,,,,0,,,,0
Bangladesh,1947,36737156,,0.121,0.004,3.41,,,0.086,,,0.036,,,0,,,0,0
Bangladesh,1948,37047252,,0.134,0.013,10.37,,0.002,0.079,,,0.053,,0,0,,,0,0
Bangladesh,1949,37432443,,0.19,0.056,41.88,,0.002,0.092,,,0.096,,0,0,,,0.01,0
Bangladesh,1950,37894672,39301173248,0.993,0.803,422.03,,0.002,0.498,,,0.493,,0,0.01,,,0.03,0.02
Bangladesh,1951,38706400,39781163008,1.226,0.233,23.49,,0.002,0.654,,,0.57,,0,0.02,,,0.03,0.02
Bangladesh,1952,39489860,40974778368,1.295,0.069,5.61,,0.002,0.67,,,0.623,,0,0.02,,,0.03,0.02
Bangladesh,1953,40292412,41553350656,1.318,0.023,1.77,,0.003,0.609,,,0.706,,0,0.02,,,0.04,0.02
Bangladesh,1954,41149828,42373087232,1.339,0.021,1.57,,0.003,0.547,,,0.788,,0,0.01,,,0.04,0.02
Bangladesh,1955,42086304,40166604800,1.379,0.041,3.04,,0.003,0.517,,0.008,0.851,,0,0.01,,0,0.04,0.02
Bangladesh,1956,43113920,44305387520,1.634,0.255,18.49,,0.003,0.66,,0.041,0.93,,0,0.01,,0.01,0.04,0.02
Bangladesh,1957,44233220,43387752448,1.689,0.054,3.33,,0.005,0.607,,0.061,1.016,,0,0.01,,0.01,0.04,0.02
Bangladesh,1958,45434544,42582511616,1.896,0.207,12.28,,0.005,0.655,,0.075,1.162,,0,0.01,,0.01,0.04,0.02
Bangladesh,1959,46700572,44798767104,1.84,-0.056,-2.96,,0.004,0.539,,0.088,1.209,,0,0.01,,0.01,0.04,0.02
Bangladesh,1960,48013504,47441014784,2.212,0.372,20.21,,0.005,0.726,,0.131,1.35,,0,0.01,,0.02,0.04,0.02
Bangladesh,1961,49362836,50082291712,2.29,0.079,3.55,,0.005,0.715,,0.159,1.411,,0,0.01,,0.02,0.04,0.02
Bangladesh,1962,50752148,49816424448,2.517,0.226,9.88,,0.006,0.763,,0.197,1.551,,0,0.02,,0.02,0.04,0.03
Bangladesh,1963,52202008,55102218240,2.893,0.376,14.96,,0.006,0.815,,0.244,1.828,,0,0.02,,0.02,0.05,0.03
Bangladesh,1964,53741724,55737696256,2.975,0.081,2.81,,0.006,0.8,,0.309,1.859,,0,0.02,,0.03,0.05,0.03
Bangladesh,1965,55385112,58415452160,3.121,0.147,4.93,,0.007,0.753,,0.364,1.997,,0,0.01,,0.03,0.05,0.03
Bangladesh,1966,57157652,59220692992,3.176,0.055,1.76,,0.007,0.644,,0.407,2.119,,0,0.01,,0.03,0.04,0.03
Bangladesh,1967,59034248,57806946304,3.371,0.195,6.13,,0.008,0.633,,0.475,2.255,,0,0.01,,0.03,0.04,0.03
Bangladesh,1968,60918452,63239028736,3.866,0.495,14.67,,0.01,0.682,,0.529,2.644,,0,0.01,,0.03,0.05,0.03
Bangladesh,1969,62679764,64108445696,3.749,-0.116,-3.01,,0.011,0.65,,0.673,2.415,,0,0.01,,0.04,0.04,0.03
Bangladesh,1970,64232484,67600674816,3.803,0.054,1.44,,0.011,0.615,,0.56,2.617,,0,0.01,,0.03,0.04,0.03
Bangladesh,1971,65531636,64585773056,3.606,-0.197,-5.19,0.443,0.011,0.552,,0.596,2.447,13.407,0,0.01,,0.03,0.03,0.02
Bangladesh,1972,66625704,57036337152,3.506,-0.1,-2.77,0.221,0.01,0.355,,0.714,2.426,15.191,0,0.01,,0.03,0.03,0.02
Bangladesh,1973,67637536,57327091712,4.55,1.044,29.77,0.232,0.014,0.462,,1.143,2.931,19.48,0,0.01,,0.05,0.04,0.03
Bangladesh,1974,68742216,65037824000,4.653,0.103,2.27,0.229,0.04,0.411,,1.382,2.82,20.747,0.01,0.01,,0.06,0.03,0.03
Bangladesh,1975,70066312,64196587520,4.857,0.204,4.38,0.211,0.075,0.473,,0.964,3.345,21.331,0.02,0.01,,0.04,0.04,0.03
Bangladesh,1976,71652384,67082022912,5.556,0.699,14.39,0.21,0.067,0.447,,1.412,3.63,24.893,0.02,0.01,,0.06,0.04,0.03
Bangladesh,1977,73463592,67704295424,5.785,0.229,4.12,0.213,0.131,0.502,,1.579,3.572,25.438,0.04,0.01,,0.07,0.04,0.03
Bangladesh,1978,75450032,72709603328,5.984,0.2,3.45,0.205,0.14,0.421,,1.674,3.748,27.024,0.04,0.01,,0.07,0.04,0.03
Bangladesh,1979,77529040,76312879104,6.613,0.628,10.5,0.204,0.131,0.359,,1.916,4.206,29.795,0.03,0.01,,0.07,0.05,0.03
Bangladesh,1980,79639504,76945170432,7.597,0.985,14.89,0.208,0.134,0.447,,2.216,4.801,34.75,0.03,0.01,,0.08,0.05,0.04
Bangladesh,1981,81767512,79474311168,7.886,0.289,3.8,0.215,0.133,0.465,,2.44,4.847,36.84,0.03,0.01,,0.09,0.06,0.04
Bangladesh,1982,83932136,80492429312,8.552,0.666,8.45,0.211,0.121,0.568,,3.164,4.699,40.641,0.03,0.01,,0.12,0.06,0.05
Bangladesh,1983,86142496,84456194048,8.188,-0.364,-4.26,0.204,0.113,0.304,,3.521,4.25,40.19,0.03,0,,0.13,0.05,0.04
Bangladesh,1984,88416528,89004498944,9.077,0.889,10.86,0.21,0.097,0.117,,4.466,4.397,43.443,0.02,0,,0.15,0.05,0.05
Bangladesh,1985,90764176,91717607424,10.189,1.112,12.25,0.212,0.084,0.187,,5.084,4.835,48.274,0.02,0,,0.16,0.06,0.05
Bangladesh,1986,93187592,95757516800,11.406,1.217,11.94,0.217,0.099,0.282,,5.734,5.291,52.537,0.02,0,,0.19,0.06,0.06
Bangladesh,1987,95671160,99663036416,11.8,0.394,3.45,0.204,0.101,0.443,,5.928,5.327,57.985,0.02,0.01,,0.18,0.06,0.06
Bangladesh,1988,98186352,102457450496,13.478,1.679,14.23,0.209,0.098,0.381,,6.998,6.002,64.576,0.02,0,,0.2,0.07,0.06
Bangladesh,1989,100695496,105141755904,13.382,-0.096,-0.71,0.193,0.097,0.103,,7.416,5.767,69.614,0.02,0,,0.21,0.06,0.06
Bangladesh,1990,103171952,112105267200,14.082,0.699,5.23,0.191,0.1,1.07,,7.575,5.337,73.856,0.02,0.01,,0.2,0.06,0.06
Bangladesh,1991,105599128,117331550208,14.742,0.66,4.69,0.207,0.079,0.341,,9.057,5.265,71.255,0.02,0,,0.23,0.05,0.06
Bangladesh,1992,107983712,123425128448,15.38,0.638,4.33,0.198,0.075,0.322,,9.607,5.375,77.711,0.01,0,,0.24,0.06,0.07
Bangladesh,1993,110350640,129907343360,16.063,0.683,4.44,0.188,0.073,0.121,,10.391,5.478,85.436,0.01,0,,0.26,0.06,0.07
Bangladesh,1994,112737688,137432670208,17.538,1.475,9.18,0.194,0.072,0.099,,11.474,5.893,90.69,0.01,0,,0.28,0.06,0.08
Bangladesh,1995,115169928,145833066496,21.042,3.504,19.98,0.197,0.069,1.22,,13.029,6.723,107.109,0.01,0.01,,0.31,0.07,0.09
Bangladesh,1996,117649928,155028881408,21.493,0.451,2.14,0.192,0.154,0.678,,13.498,7.163,112.202,0.02,0.01,,0.31,0.07,0.09
Bangladesh,1997,120160568,165329633280,23.126,1.633,7.6,0.196,0.229,1.227,,13.262,8.408,117.891,0.03,0.01,,0.3,0.09,0.1
Bangladesh,1998,122682824,175900622848,23.198,0.072,0.31,0.185,0.269,0.352,,14.325,8.253,125.559,0.04,0,,0.32,0.08,0.1
Bangladesh,1999,125189656,187796340736,25.075,1.877,8.09,0.198,0.431,0.176,,15.616,8.852,126.985,0.06,0,,0.34,0.09,0.1
Bangladesh,2000,127657856,200830320640,26.525,1.45,5.78,0.195,0.704,1.253,,16.88,7.687,136.121,0.1,0.01,,0.36,0.07,0.11
Bangladesh,2001,130088712,213178122240,31.035,4.51,17,0.2,0.935,1.33,,18.903,9.867,155.585,0.13,0.01,,0.4,0.1,0.12
Bangladesh,2002,132478080,226307964928,31.981,0.946,3.05,0.199,0.885,1.33,,19.886,9.881,160.511,0.11,0.01,,0.4,0.1,0.12
Bangladesh,2003,134791600,242360090624,33.459,1.478,4.62,0.197,0.835,1.367,,21.39,9.867,170.119,0.1,0.01,,0.42,0.09,0.12
Bangladesh,2004,136986416,260420370432,35.945,2.486,7.43,0.204,0.785,1.451,,23.088,10.621,175.965,0.09,0.01,,0.44,0.1,0.13
Bangladesh,2005,139035504,280327127040,37.677,1.731,4.82,0.199,0.751,1.605,,24.722,10.599,189.759,0.08,0.01,,0.46,0.1,0.13
Brazil,1901,18469004,17288480768,2.103,,,,,2.103,,,,,,0.11,,,,0.1
Brazil,1902,18874521,17298221056,2.506,0.403,19.16,,,2.506,,,,,,0.13,,,,0.12
Brazil,1903,19279718,17645600768,2.44,-0.066,-2.63,,,2.44,,,,,,0.11,,,,0.11
Brazil,1904,19693613,17980866560,2.62,0.18,7.36,,,2.62,,,,,,0.12,,,,0.11
Brazil,1905,20116394,18502774784,2.799,0.18,6.85,,,2.799,,,,,,0.12,,,,0.12
Brazil,1906,20548251,20284010496,3.206,0.407,14.53,,,3.206,,,,,,0.13,,,,0.13
Brazil,1907,20989379,20275920896,3.451,0.245,7.66,,,3.451,,,,,,0.13,,,,0.12
Brazil,1908,21439977,20131334144,3.594,0.143,4.14,,,3.594,,,,,,0.14,,,,0.13
Brazil,1909,21899583,21732245504,3.609,0.015,0.41,,,3.609,,,,,,0.13,,,,0.13
Brazil,1910,22368378,21993840640,4.199,0.59,16.35,,,4.199,,,,,,0.15,,,,0.14
Brazil,1911,22846544,24411211776,4.606,0.407,9.69,,,4.606,,,,,,0.16,,,,0.15
Brazil,1912,23334267,24141056000,5.591,0.986,21.4,,,5.591,,,,,,0.18,,,,0.17
Brazil,1913,23831738,24748359680,6.035,0.443,7.93,,,6.035,,,,,,0.18,,,,0.17
Brazil,1914,24339814,24257644544,4.107,-1.927,-31.94,,,4.107,,,,,,0.14,,,,0.13
Brazil,1915,24858721,25364871168,3.144,-0.964,-23.46,,,3.144,,,,,,0.11,,,,0.1
Brazil,1916,25388691,26104092672,2.88,-0.264,-8.39,,,2.88,,,,,,0.09,,,,0.09
Brazil,1917,25929959,27944951808,2.499,-0.381,-13.23,,,2.499,,,,,,0.08,,,,0.07
Brazil,1918,26479919,27354357760,2.323,-0.176,-7.04,,,2.323,,,,,,0.07,,,,0.07
Brazil,1919,27037602,30967590912,3.07,0.747,32.18,,,3.07,,,,,,0.11,,,,0.1
Brazil,1920,27603092,34035767296,3.646,0.575,18.74,,,3.646,,,,,,0.12,,,,0.1
Brazil,1921,28176472,34737496064,2.891,-0.755,-20.7,,,2.891,,,,,,0.11,,,,0.09
Brazil,1922,28757825,37133139968,3.781,0.89,30.8,,,3.781,,,,,,0.14,,,,0.12
Brazil,1923,29347235,39232720896,4.617,0.835,22.09,,,4.617,,,,,,0.15,,,,0.13
Brazil,1924,29948725,39234359296,5.104,0.487,10.56,,,5.104,,,,,,0.16,,,,0.14
Brazil,1925,30562543,39370936320,5.375,0.271,5.31,,,5.375,,,,,,0.17,,,,0.14
Brazil,1926,31188942,40207945728,5.478,0.103,1.91,,,5.478,,,,,,0.18,,,,0.15
Brazil,1927,31828179,43147841536,6.075,0.597,10.9,,,6.075,,,,,,0.18,,,,0.15
Brazil,1928,32480517,48093126656,5.928,-0.147,-2.42,,0.044,5.884,,,,,0.12,0.18,,,,0.15
Brazil,1929,33146151,48189710336,6.346,0.418,7.05,,0.047,6.298,,,,,0.13,0.18,,,,0.15
Brazil,1930,33825351,45316800512,5.514,-0.832,-13.11,,0.044,5.47,,,,,0.12,0.17,,,,0.14
Brazil,1931,34518393,44327264256,4.169,-1.345,-24.39,,0.084,4.085,,,,,0.27,0.14,,,,0.12
Brazil,1932,35225560,45863583744,4.169,0,0,,0.073,4.096,,,,,0.29,0.16,,,,0.13
Brazil,1933,35947139,49478451200,4.722,0.553,13.26,,0.109,4.613,,,,,0.46,0.18,,,,0.14
Brazil,1934,36683499,53550284800,4.623,-0.099,-2.1,,0.16,4.463,,,,,0.56,0.16,,,,0.13
Brazil,1935,37434943,55056297984,5.509,0.887,19.18,,0.182,5.32,,,0.007,,0.57,0.18,,,0,0.15
Brazil,1936,38201781,60316401664,5.146,-0.363,-6.59,,0.24,4.866,,,0.04,,0.62,0.15,,,0.01,0.12
Brazil,1937,38984326,62286069760,6.087,0.941,18.29,,0.283,5.687,,,0.117,,0.7,0.16,,,0.01,0.14
Brazil,1938,39782902,64865640448,6.094,0.007,0.12,,0.305,5.642,,,0.147,,0.79,0.18,,,0.02,0.15
Brazil,1939,40648271,65550204928,5.948,-0.147,-2.41,,0.345,5.474,,,0.128,,0.97,0.16,,,0.02,0.13
Brazil,1940,41583140,66193539072,6.486,0.538,9.05,,0.367,5.969,,,0.15,,1.17,0.16,,,0.02,0.13
Brazil,1941,42590310,70802128896,6.281,-0.205,-3.16,,0.378,5.76,,,0.143,,0.87,0.15,,,0.02,0.13
Brazil,1942,43672675,68221296640,5.867,-0.414,-6.59,,0.37,5.445,,0.004,0.048,,0.97,0.14,,0,0.01,0.12
Brazil,1943,44833224,77735960576,6.475,0.608,10.37,,0.37,5.962,,0.011,0.132,,1.07,0.15,,0.01,0.01,0.13
Brazil,1944,46024612,80576684032,5.896,-0.579,-8.94,,0.4,5.408,,0.007,0.081,,1.77,0.14,,0,0.01,0.12
Brazil,1945,47247661,82817277952,6.823,0.927,15.73,,0.382,6.375,,0.004,0.062,,1.66,0.21,,0,0.01,0.16
Brazil,1946,48503211,91503345664,7.46,0.637,9.34,,0.407,6.892,,0.018,0.143,,1.12,0.21,,0.01,0.01,0.16
Brazil,1947,49792125,94744731648,8.947,1.487,19.94,,0.451,8.427,,0.004,0.066,,1.05,0.23,,0,0.01,0.17
Brazil,1948,51115291,103940636672,7.847,-1.1,-12.29,,0.549,7.233,,0.007,0.059,,1.06,0.19,,0,0,0.15
Brazil,1949,52508525,111894872064,7.367,-0.481,-6.13,,0.632,6.68,,0.011,0.044,,1.09,0.19,,0,0,0.14
Brazil,1950,53974728,119498719232,19.659,12.292,166.86,,0.687,6.383,0.007,0.004,12.579,,1.03,0.17,0.01,0,0.76,0.33
Brazil,1951,55606416,125334814720,21.659,2,10.17,,0.72,6.276,0.015,0.004,14.645,,0.95,0.15,0.02,0,0.84,0.34
Brazil,1952,57283656,134544285696,24.934,3.275,15.12,,0.799,6.008,0.015,0.004,18.108,,0.99,0.15,0.02,0,0.98,0.39
Brazil,1953,58999276,140888047616,25.218,0.284,1.14,,1.003,5.62,0.051,0.007,18.537,,1.12,0.14,0.06,0,0.95,0.38
Brazil,1954,60749488,151832707072,29.676,4.457,17.67,,1.236,5.752,0.125,0.015,22.549,,1.27,0.14,0.16,0,1.09,0.44
Brazil,1955,62533920,165244239872,34.024,4.348,14.65,,1.37,5.862,0.121,0.015,26.656,,1.28,0.13,0.12,0,1.15,0.46
Brazil,1956,64355712,170024681472,36.608,2.585,7.6,,1.617,5.071,0.165,0.018,29.737,,1.39,0.11,0.15,0,1.19,0.46
Brazil,1957,66221468,183084417024,35.974,-0.634,-1.73,,1.679,5.027,0.18,0.033,29.056,,1.37,0.11,0.17,0.01,1.11,0.44
Brazil,1958,68140432,202937303040,39.054,3.08,8.56,,1.872,3.95,0.311,0.066,32.855,,1.44,0.08,0.33,0.01,1.2,0.46
Brazil,1959,70123376,222726635520,39.017,-0.037,-0.09,,1.897,4.107,0.447,0.092,32.474,,1.31,0.08,0.49,0.01,1.12,0.44
Brazil,1960,72179232,243618971648,46.852,7.835,20.08,,2.21,4.965,0.546,0.114,39.018,,1.4,0.1,0.61,0.01,1.25,0.5
Brazil,1961,74311336,264690958336,49.145,2.293,4.89,,2.33,4.679,0.55,0.114,41.472,,1.42,0.09,0.64,0.01,1.25,0.52
Brazil,1962,76514328,282182189056,53.631,4.487,9.13,,2.507,5.668,0.52,0.11,44.826,,1.42,0.12,0.61,0.01,1.26,0.55
Brazil,1963,78772648,283741028352,55.551,1.919,3.58,,2.562,5.419,0.495,0.165,46.91,,1.38,0.11,0.55,0.02,1.23,0.54
Brazil,1964,81064568,293385666560,56.667,1.116,2.01,,2.78,6.17,0.557,0.161,46.999,,1.35,0.12,0.49,0.01,1.14,0.52
Brazil,1965,83373528,300547047424,56.33,-0.337,-0.59,0.209,2.777,6.944,0.649,0.194,45.766,273.87,1.28,0.13,0.5,0.02,1.04,0.5
Brazil,1966,85696496,320583729152,64.227,7.898,14.02,0.219,2.987,8.365,0.773,0.245,51.857,298.78,1.28,0.16,0.53,0.02,1.09,0.54
Brazil,1967,88035816,334149091328,66.113,1.886,2.94,0.217,3.165,8.123,0.843,0.256,53.725,309.579,1.32,0.15,0.44,0.02,1.06,0.54
Brazil,1968,90387080,366804795392,77.329,11.216,16.96,0.222,3.598,8.533,0.989,0.231,63.978,353.486,1.41,0.16,0.49,0.01,1.16,0.6
Brazil,1969,92746608,401601724416,84.215,6.886,8.91,0.222,3.867,9.416,1.275,0.234,69.422,385.812,1.43,0.17,0.52,0.01,1.16,0.61
Brazil,1970,95113264,443496726528,93.648,9.434,11.2,0.213,4.449,8.904,1.887,0.154,78.255,447.851,1.54,0.16,0.68,0.01,1.15,0.63
Brazil,1971,97482928,493683376128,102.48,8.832,9.43,0.213,4.812,8.984,1.381,0.249,87.053,489.743,1.62,0.16,0.43,0.01,1.21,0.66
Brazil,1972,99859392,552789540864,114.149,11.669,11.39,0.206,5.551,9.373,1.224,0.275,97.726,564.346,1.76,0.16,0.35,0.01,1.26,0.7
Brazil,1973,102259504,629980135424,132.169,18.02,15.79,0.2,6.49,9.01,0.927,0.377,115.365,672.353,1.94,0.15,0.23,0.02,1.39,0.77
Brazil,1974,104706192,681263693824,143.084,10.915,8.26,0.198,7.175,9.541,0.839,0.692,124.836,734.913,2.14,0.16,0.21,0.03,1.53,0.84
Brazil,1975,107216208,716641599488,150.685,7.601,5.31,0.197,8.331,11.062,0.806,0.78,129.706,776.994,2.5,0.18,0.24,0.04,1.6,0.88
Brazil,1976,109790944,790037659648,154.574,3.889,2.58,0.184,9.087,11.52,0.843,0.916,132.208,853.907,2.61,0.18,0.21,0.04,1.55,0.86
Brazil,1977,112425392,828975480832,162.258,7.685,4.97,0.181,9.957,15.055,0.821,1.132,135.293,913.49,2.73,0.23,0.22,0.05,1.52,0.88
Brazil,1978,115121160,870261981184,176.107,13.848,8.53,0.178,10.428,17.708,1.019,1.484,145.469,1006.75,2.7,0.27,0.26,0.06,1.59,0.92
Brazil,1979,117878416,929101316096,187.334,11.228,6.38,0.175,11.561,18.463,1.154,1.63,154.526,1091.035,2.94,0.27,0.32,0.06,1.66,0.96
Brazil,1980,120694016,1014791995392,185.937,-1.398,-0.75,0.17,12.548,19.987,1.308,1.883,150.21,1114.936,3.17,0.28,0.41,0.07,1.68,0.95
Brazil,1981,123570328,971272355840,170.622,-15.315,-8.24,0.16,11.937,19.723,1.748,1.685,135.528,1087.909,3.02,0.28,0.74,0.06,1.59,0.9
Brazil,1982,126498320,978935414784,170.924,0.302,0.18,0.153,11.668,21.552,2.129,2.382,133.194,1142.652,2.96,0.3,0.9,0.09,1.6,0.91
Brazil,1983,129448816,950507864064,165.523,-5.401,-3.16,0.145,9.426,23.926,3.052,3.378,125.74,1166.924,2.34,0.33,1.43,0.12,1.52,0.87
Brazil,1984,132383560,1001891168256,167.683,2.161,1.31,0.137,8.853,28.997,3.602,4.17,122.062,1253.532,2.15,0.38,1.93,0.14,1.47,0.85
Brazil,1985,135274080,1080097308672,180.004,12.321,7.35,0.138,9.174,34.871,3.448,4.994,127.517,1335.094,2.2,0.42,1.9,0.16,1.53,0.89
Brazil,1986,138108928,1160963031040,197.293,17.288,9.6,0.142,11.176,35.123,2.631,5.987,142.376,1421.911,2.57,0.42,1.55,0.2,1.66,0.96
Brazil,1987,140891616,1201712791552,205.839,8.546,4.33,0.144,11.171,40.234,2.253,6.639,145.541,1464.168,2.46,0.47,1.38,0.2,1.68,0.97
Brazil,1988,143627504,1200534847488,207.596,1.757,0.85,0.14,11.026,39.776,2.301,6.841,147.652,1521.061,2.3,0.45,1.24,0.2,1.64,0.94
Brazil,1989,146328320,1238775496704,212.131,4.534,2.18,0.14,11.201,39.93,2.114,7.306,151.58,1552.03,2.28,0.45,1.4,0.2,1.66,0.95
Brazil,1990,149003216,1185475198976,218.658,6.527,3.08,0.147,11.062,37.095,7.554,7.484,151.775,1527.641,2.22,0.43,2.98,0.19,1.65,0.96
Brazil,1991,151648000,1212665823232,229.394,10.736,4.91,0.148,11.776,42.466,7.361,7.336,156.7,1586.803,2.3,0.49,2.75,0.19,1.62,0.99
Brazil,1992,154259376,1220990205952,233.601,4.207,1.83,0.144,9.77,41.203,7.445,7.983,163.252,1660.528,1.83,0.49,3.14,0.2,1.78,1.04
Brazil,1993,156849088,1296907370496,244.306,10.705,4.58,0.145,10.164,42.343,7.576,8.73,171.252,1734.806,1.83,0.5,3.24,0.21,1.86,1.07
Brazil,1994,159432720,1389944766464,254.002,9.696,3.97,0.143,10.086,43.667,8.004,8.985,179.162,1822.346,1.7,0.51,3.38,0.22,1.94,1.11
Brazil,1995,162019888,1466460143616,268.678,14.676,5.78,0.144,11.528,45.582,7.514,9.603,190.347,1913.47,1.84,0.52,3.2,0.23,2.04,1.15
Brazil,1996,164614688,1517464190976,289.311,20.633,7.68,0.147,13.884,46.468,7.821,10.608,206.281,2020.354,2.17,0.51,3.3,0.24,2.15,1.2
Brazil,1997,167209040,1588456587264,306.949,17.638,6.1,0.147,15.267,47.044,8.604,11.863,219.833,2135.773,2.32,0.52,3.54,0.27,2.25,1.26
Brazil,1998,169785248,1613655572480,317.359,10.41,3.39,0.147,16.175,45.591,9.463,12.411,229.578,2214.098,2.47,0.52,4.09,0.28,2.33,1.31
Brazil,1999,172318672,1641348464640,327.256,9.897,3.12,0.149,16.439,46.805,10.123,14.069,235.468,2253.408,2.4,0.54,4.52,0.3,2.34,1.33
Brazil,2000,174790336,1734491242496,340.183,12.927,3.95,0.152,16.047,50.46,10.737,18.442,239.488,2293.647,2.24,0.56,3.98,0.39,2.33,1.35
China,1899,399421783,,0.095,,,,,0.095,,,,,,0.01,,,,0.01
China,1900,401579661,388799987712,,,0,,,,,,,,,,,,,
China,1901,403786465,,,,0,,,,,,,,,,,,,
China,1902,406042669,,0.095,,0,,,0.095,,,,,,0,,,,0
China,1903,408348748,,1.964,1.869,1961.54,,,1.964,,,,,,0.09,,,,0.09
China,1904,410667922,,2.088,0.125,6.34,,,2.088,,,,,,0.1,,,,0.09
China,1905,413000265,,2.297,0.209,10,,,2.297,,,,,,0.1,,,,0.09
China,1906,415345852,,17.111,14.814,644.82,,,17.111,,,,,,0.7,,,,0.67
China,1907,417704759,,16.84,-0.271,-1.58,,,16.84,,,,,,0.61,,,,0.58
China,1908,420077060,,22.731,5.892,34.99,,,22.731,,,,,,0.87,,,,0.82
China,1909,422922872,,20.837,-1.894,-8.33,,,20.837,,,,,,0.76,,,,0.72
China,1910,426250021,,18.749,-2.088,-10.02,,,18.749,,,,,,0.66,,,,0.62
China,1911,430066435,387034120192,27.846,9.098,48.52,,,27.846,,,,,,0.96,,,,0.9
China,1912,434380144,,9.787,-18.06,-64.86,,,9.787,,,,,,0.32,,,,0.3
China,1913,439199283,430582890496,10.758,0.971,9.92,,,10.758,,,,,,0.33,,,,0.31
China,1914,444071884,,15.107,4.349,40.43,,,15.107,,,,,,0.51,,,,0.48
China,1915,448998541,,16.089,0.982,6.5,,,16.089,,,,,,0.56,,,,0.51
China,1916,453979853,,17.965,1.876,11.66,,,17.965,,,,,,0.58,,,,0.53
China,1917,459016426,,19.852,1.887,10.5,,,19.852,,,,,,0.61,,,,0.56
China,1918,464075232,,21.042,1.191,6,,,21.042,,,,,,0.66,,,,0.6
China,1919,468480579,,24.256,3.213,15.27,,,24.256,,,,,,0.9,,,,0.8
China,1920,472222750,,26.769,2.514,10.36,,,26.769,,,,,,0.86,,,,0.76
China,1921,475291915,,25.289,-1.48,-5.53,,,25.289,,,,,,0.95,,,,0.82
China,1922,477678125,,26.634,1.345,5.32,,,26.634,,,,,,0.97,,,,0.83
China,1923,479371311,,32.152,5.518,20.72,,,32.152,,,,,,1.03,,,,0.88
China,1924,481070499,,35.094,2.942,9.15,,,35.094,,,,,,1.12,,,,0.96
China,1925,482775710,,33.221,-1.872,-5.34,,,33.221,,,,,,1.06,,,,0.89
China,1926,484486965,,29.59,-3.631,-10.93,,,29.583,,,0.007,,,0.96,,,0,0.81
China,1927,486204286,,33.526,3.935,13.3,,,33.515,,,0.011,,,1,,,0,0.84
China,1928,487927695,,34.108,0.582,1.74,,0.04,34.057,,,0.011,,0.11,1.03,,,0,0.86
China,1929,489891377,488734818304,35.804,1.697,4.97,,0.077,35.717,,,0.011,,0.21,1.02,,,0,0.84
China,1930,492097572,494868004864,37.908,2.104,5.88,,0.073,37.681,,,0.154,,0.21,1.18,,,0.03,0.97
China,1931,494548536,500029587456,40.241,2.333,6.15,,0.098,39.956,,,0.187,,0.32,1.42,,,0.03,1.15
China,1932,497246541,515662970880,38.585,-1.656,-4.12,,0.08,38.289,,,0.216,,0.32,1.53,,,0.04,1.22
China,1933,500193876,461499990016,42.194,3.61,9.36,,0.113,41.814,,,0.267,,0.48,1.59,,,0.05,1.27
China,1934,503158681,470972727296,49.254,7.06,16.73,,0.098,48.874,,,0.282,,0.34,1.71,,,0.05,1.36
