country,year,population,gdp,co2,co2_growth_abs,co2_growth_prct,co2_per_unit_energy,cement_co2,coal_co2,flaring_co2,gas_co2,oil_co2,primary_energy_consumption,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_co2
China,1971,848759680,1216237797376,909.21,101.257,12.53,0.325,13.124,736.424,0.791,7.174,120.091,2800.124,4.41,12.92,0.25,0.37,1.67,5.87
China,1972,869485952,1233564991488,968.646,59.436,6.54,0.322,14.717,770.722,1.022,9.281,138.328,3018.837,4.66,13.54,0.29,0.45,1.78,5.97
China,1973,889485376,1334375219200,1008.293,39.647,4.09,0.317,15.456,783.741,1.264,11.468,158.819,3186.893,4.62,13.39,0.31,0.54,1.91,5.9
China,1974,908464192,1367631593472,1028.1,19.807,1.96,0.313,15.34,776.101,1.634,14.44,182.573,3286.762,4.58,13.23,0.42,0.66,2.23,6.04
China,1975,926240896,1460733607936,1183.215,155.115,15.09,0.322,19.102,906.638,1.905,16.972,204.191,3680.442,5.73,15.09,0.57,0.77,2.52,6.94
China,1976,942685440,1413710479360,1226.421,43.206,3.65,0.317,19.253,910.39,1.905,19.368,238.985,3874.827,5.54,14.47,0.48,0.83,2.79,6.82
China,1977,957891264,1493489287168,1340.831,114.41,9.33,0.318,22.906,998.609,2.18,23.237,257.484,4225.152,6.29,15.53,0.57,0.97,2.9,7.25
China,1978,972205440,1667551723520,1492.778,151.947,11.33,0.323,26.81,1117.447,2.737,26.286,281.992,4632.033,6.93,16.94,0.7,1.05,3.08,7.83
China,1979,986132160,1801380298752,1525.661,32.883,2.2,0.32,30.32,1147.547,3.063,27.777,278.427,4771.826,7.72,16.74,0.85,1.05,2.99,7.78
China,1980,1000089280,1893783568384,1494.496,-31.165,-2.04,0.308,32.712,1122.664,3.012,27.319,273.202,4827.534,8.27,15.91,0.95,1.01,3.05,7.67
China,1981,1014022208,1949955260416,1476.488,-18.008,-1.2,0.308,33.903,1125.005,2.689,24.388,256.374,4763.85,8.58,15.99,1.13,0.88,3,7.76
China,1982,1027948992,2128598007808,1606.585,130.097,8.81,0.321,38.87,1248.856,2.524,22.9,257.81,4976.87,9.87,17.44,1.07,0.85,3.09,8.51
China,1983,1042431360,2278862356480,1694.217,87.632,5.45,0.318,44.126,1321.843,2.671,23.439,263.771,5297.698,10.96,17.97,1.25,0.86,3.2,8.92
China,1984,1058172032,2534000295936,1844.828,150.611,8.89,0.323,50.066,1454.198,3.213,24.226,271.451,5685.145,12.17,18.87,1.72,0.82,3.26,9.39
China,1985,1075589376,2752673742848,1998.083,153.255,8.31,0.323,59.301,1584.511,,24.82,284.594,6150.371,14.24,19.21,,0.8,3.42,9.83
China,1986,1095014144,2931539050496,2104.213,106.13,5.31,0.325,67.362,1657.391,,26.352,303.068,6444.106,15.51,19.85,,0.87,3.53,10.2
China,1987,1116095488,3177306652672,2257.739,153.525,7.3,0.323,75.429,1770.269,,26.601,321.523,6950.239,16.64,20.5,,0.81,3.71,10.62
China,1988,1137724288,3354463305728,2425.894,168.155,7.45,0.323,84.961,1892.698,,27.311,343.13,7467.112,17.73,21.19,,0.79,3.82,10.98
China,1989,1158357376,3380560265216,2463.654,37.761,1.56,0.313,84.886,1920.239,,28.821,354.441,7836.437,17.25,21.44,,0.8,3.88,11
China,1990,1176883584,3385121570816,2484.855,21.2,0.86,0.312,84.513,1976.684,,29.301,330.291,7938.25,16.93,22.68,,0.76,3.58,10.92
China,1991,1192897280,3508947910656,2606.096,121.241,4.88,0.311,101.305,2049.92,,30.778,356.027,8337.61,19.76,23.75,,0.79,3.67,11.21
China,1992,1206711296,3755037425664,2730.788,124.691,4.78,0.31,122.445,2114.715,,30.239,385.793,8773.709,22.91,25.08,,0.76,4.2,12.1
China,1993,1218817024,4126169628672,2921.651,190.863,6.99,0.308,142.774,2228.745,,35.728,428.549,9457.634,25.68,26.13,,0.88,4.66,12.81
China,1994,1230019968,4438753280000,3100.002,178.351,6.1,0.308,164.377,2380.586,,41.568,423.712,10048.812,27.74,27.75,,1.01,4.59,13.5
China,1995,1240920448,4810000039936,3357.909,257.907,8.32,0.323,184.637,2569.754,,42.436,468.23,10352.658,29.47,29.13,,1.01,5.02,14.32
China,1996,1251636096,5127589593088,3503.234,145.325,4.33,0.32,192.853,2660.401,,44.47,510.622,10907.449,30.18,29.4,,1.01,5.31,14.5
China,1997,1261996032,5291338891264,3510.169,6.936,0.2,0.319,202.874,2609.556,,44.159,557.961,10981.134,30.79,29,,1,5.72,14.44
China,1998,1271982336,5338703069184,3360.455,-149.714,-4.27,0.305,211.369,2444.771,,50.501,559.262,11000.566,32.3,27.9,,1.12,5.68,13.88
France,1802,29217510,,2.239,,,,,2.239,,,,,,6.09,,,,6.09
France,1803,29326876,,,,0,,,,,,,,,,,,,
France,1804,29436651,,2.176,,-2.78,,,2.176,,,,,,6.34,,,,6.34
France,1805,29546838,,,,0,,,,,,,,,,,,,
France,1806,29657436,,,,0,,,,,,,,,,,,,
France,1807,29768449,,,,0,,,,,,,,,,,,,
France,1808,29879877,,,,0,,,,,,,,,,,,,
France,1809,29991722,,,,0,,,,,,,,,,,,,
France,1810,30104407,,2.121,,-2.53,,,2.121,,,,,,5.68,,,,5.68
France,1811,30217092,,2.052,-0.07,-3.28,,,2.052,,,,,,5.18,,,,5.18
France,1812,30330200,,2.217,0.165,8.04,,,2.217,,,,,,5.41,,,,5.41
France,1813,30443731,,2.048,-0.169,-7.6,,,2.048,,,,,,4.97,,,,4.97
France,1814,30557687,,2.092,0.044,2.15,,,2.092,,,,,,4.97,,,,4.97
France,1815,30672069,,2.341,0.249,11.91,,,2.341,,,,,,5.38,,,,5.38
France,1816,30786880,,2.499,0.158,6.73,,,2.499,,,,,,5.24,,,,5.24
France,1817,30902120,,2.66,0.161,6.45,,,2.66,,,,,,5.38,,,,5.38
France,1818,31017792,,2.382,-0.278,-10.47,,,2.382,,,,,,4.8,,,,4.8
France,1819,31150340,,2.557,0.176,7.38,,,2.557,,,,,,5.12,,,,5.12
France,1820,31299931,56531251200,2.902,0.344,13.47,,,2.902,,,,,,5.73,,,,5.73
France,1821,31466736,61441380352,3.012,0.11,3.79,,,3.012,,,,,,5.86,,,,5.86
France,1822,31650924,59409375232,3.169,0.158,5.23,,,3.169,,,,,,5.93,,,,5.93
France,1823,31852668,61704269824,3.169,0,0,,,3.169,,,,,,5.6,,,,5.6
France,1824,32055698,63804223488,3.517,0.348,10.98,,,3.517,,,,,,6.01,,,,6.01
France,1825,32260022,61400301568,3.957,0.44,12.5,,,3.957,,,,,,6.51,,,,6.51
France,1826,32465648,63416561664,4.089,0.132,3.33,,,4.089,,,,,,6.66,,,,6.66
France,1827,32672585,62443114496,5.91,1.821,44.53,,,5.91,,,,,,8.97,,,,8.97
France,1828,32880842,62443548672,6.243,0.333,5.64,,,6.243,,,,,,9.37,,,,9.37
France,1829,33079302,64428167168,6.075,-0.169,-2.7,,,6.075,,,,,,9.15,,,,9.15
France,1830,33267853,63203401728,6.551,0.476,7.84,,,6.551,,,,,,7.35,,,,7.35
France,1831,33446379,64403513344,6.053,-0.498,-7.61,,,6.053,,,,,,7.16,,,,7.16
France,1832,33614762,70253420544,6.679,0.627,10.35,,,6.679,,,,,,7.85,,,,7.85
France,1833,33772885,69223055360,7.247,0.568,8.5,,,7.247,,,,,,8.35,,,,8.35
France,1834,33931751,69614100480,8.922,1.674,23.1,,,8.922,,,,,,10.08,,,,10.08
France,1835,34091365,72249999360,9.259,0.337,3.78,,,9.259,,,,,,10.24,,,,10.24
France,1836,34251730,71432019968,10.637,1.378,14.88,,,10.637,,,,,,10.15,,,,10.15
France,1837,34412849,72768126976,11.351,0.714,6.72,,,11.351,,,,,,10.84,,,,10.84
France,1838,34574726,76361310208,11.868,0.517,4.55,,,11.868,,,,,,10.98,,,,10.98
France,1839,34733003,73949339648,11.571,-0.297,-2.5,,,11.571,,,,,,10.37,,,,10.37
France,1840,34887644,79432400896,11.798,0.227,1.96,,,11.798,,,,,,9.92,,,,9.92
France,1841,35038615,81371938816,13.821,2.023,17.14,,,13.821,,,,,,11.27,,,,11.27
France,1842,35185880,79592677376,14.528,0.707,5.12,,,14.528,,,,,,11.22,,,,11.22
France,1843,35329405,83845857280,14.55,0.022,0.15,,,14.55,,,,,,10.95,,,,10.95
France,1844,35473515,86857318400,15.261,0.711,4.89,,,15.261,,,,,,10.79,,,,10.79
France,1845,35618212,84216299520,17.836,2.576,16.88,,,17.836,,,,,,11.49,,,,11.49
France,1846,35763500,84413120512,18.529,0.692,3.88,,,18.529,,,,,,11.74,,,,11.74
France,1847,35909381,93709156352,20.841,2.312,12.48,,,20.841,,,,,,12.09,,,,12.09
France,1848,36055856,87948894208,16.69,-4.151,-19.92,,,16.69,,,,,,9.6,,,,9.6
France,1849,36192055,90764812288,17.386,0.696,4.17,,,17.386,,,,,,9.47,,,,9.47
France,1850,36317907,92547096576,19.617,2.231,12.83,,,19.617,,,,,,9.96,,,,9.96
France,1851,36422807,91161018368,20.038,0.421,2.15,,,20.038,,,,,,10.08,,,,10.08
France,1852,36517158,97087070208,21.57,1.532,7.64,,,21.57,,,,,,10.39,,,,10.39
France,1853,36600899,92398583808,25.34,3.77,17.48,,,25.34,,,,,,11.67,,,,11.67
France,1854,36684828,96854859776,29.213,3.873,15.28,,,29.213,,,,,,11.45,,,,11.45
France,1855,36768948,95348998144,33.071,3.858,13.21,,,33.035,,,0.037,,,12.7,,,100,12.71
France,1856,36853256,99580223488,34.632,1.561,4.72,,,34.592,,,0.04,,,12.48,,,100,12.49
France,1857,36937755,105272320000,35.281,0.649,1.87,,,35.237,,,0.044,,,12.59,,,85.71,12.61
France,1858,37022445,112618217472,34.595,-0.685,-1.94,,,34.548,,,0.048,,,12.16,,,76.47,12.17
France,1859,37110539,105314721792,34.991,0.396,1.14,,,34.944,,,0.048,,,11.6,,,86.67,11.61
France,1860,37202052,112496803840,38.131,3.14,8.97,,,38.084,,,0.048,,,11.53,,,17.4,11.53
France,1861,37297001,105439797248,41.242,3.111,8.16,,,41.194,,,0.048,,,11.88,,,5.06,11.86
France,1862,37395401,114473517056,43.525,2.283,5.53,,,43.477,,,0.048,,,12.33,,,3.41,12.29
France,1863,37497267,118597951488,44.188,0.663,1.52,,,44.137,,,0.051,,,11.72,,,3.97,11.69
France,1864,37599408,119978336256,46.83,2.642,5.98,,,46.775,,,0.055,,,11.52,,,4.95,11.5
France,1865,37701824,116607336448,49.303,2.473,5.28,,,49.244,,,0.059,,,11.43,,,4.44,11.4
France,1866,37804516,117400641536,53.56,4.258,8.64,,,53.498,,,0.062,,,12.05,,,3.19,12.01
France,1867,37907484,110484701184,54.278,0.718,1.34,,,54.213,,,0.066,,,11.39,,,3.32,11.36
France,1868,38010729,121084469248,55.532,1.253,2.31,,,55.466,,,0.066,,,11.36,,,2.88,11.32
France,1869,38103149,124370223104,56.942,1.411,2.54,,,56.876,,,0.066,,,10.97,,,2.52,10.93
France,1870,38184704,114935603200,50.538,-6.405,-11.25,,,50.472,,,0.066,,,9.53,,,2.1,9.49
France,1871,38255352,114211733504,50.263,-0.275,-0.54,,,50.197,,,0.066,,,8.92,,,2.01,8.88
France,1872,38315053,124792848384,60.925,10.662,21.21,,,60.855,,,0.07,,,9.77,,,1.88,9.73
France,1873,38363767,116085768192,65.849,4.924,8.08,,,65.776,,,0.073,,,9.97,,,1.29,9.9
France,1874,38412539,130795274240,62.643,-3.206,-4.87,,,62.566,,,0.077,,,10.14,,,1.23,10.06
France,1875,38461370,135187677184,65.26,2.616,4.18,,,65.168,,,0.092,,,9.73,,,1.57,9.66
France,1876,38510260,124140732416,65.358,0.099,0.15,,,65.252,,,0.106,,,9.61,,,1.62,9.53
France,1877,38559209,130772639744,63.926,-1.433,-2.19,,,63.805,,,0.121,,,9.24,,,1.37,9.14
France,1878,38608217,129197080576,65.223,1.297,2.03,,,65.069,,,0.154,,,9.37,,,1.53,9.26
France,1879,38664188,121123717120,67.498,2.275,3.49,,,67.315,,,0.183,,,9.07,,,1.45,8.94
France,1880,38727144,131933052928,76.149,8.651,12.82,,,75.933,,,0.216,,,9.06,,,1.41,8.92
France,1881,38797107,137050923008,77.985,1.836,2.41,,,77.739,,,0.245,,,8.99,,,1.42,8.84
France,1882,38874098,143462039552,82.308,4.324,5.54,,,82.033,,,0.275,,,8.99,,,1.45,8.83
France,1883,38958140,143954378752,86.32,4.012,4.87,,,86.012,,,0.308,,,8.83,,,1.86,8.71
France,1884,39042361,142307737600,82.913,-3.408,-3.95,,,82.561,,,0.352,,,8.4,,,1.92,8.27
France,1885,39126760,139780685824,79.714,-3.199,-3.86,,,79.208,,,0.506,,,8.03,,,2.67,7.9
France,1886,39211339,142133624832,79.073,-0.641,-0.8,,,78.534,,,0.539,,,7.89,,,2.47,7.71
France,1887,39296096,143002058752,83.29,4.217,5.33,,,82.737,,,0.553,,,7.94,,,2.36,7.74
France,1888,39381034,144390635520,86.654,3.364,4.04,,,86.086,,,0.568,,,7.48,,,2.31,7.27
France,1889,39458204,148054802432,88.797,2.143,2.47,,,88.214,,,0.583,,,7.66,,,2.05,7.45
France,1890,39527583,151533010944,97.818,9.021,10.16,,,97.221,,,0.597,,,7.76,,,1.72,7.53
France,1891,39589146,155014086656,97.983,0.165,0.17,,,97.371,,,0.612,,,7.44,,,1.5,7.21
France,1892,39642871,158932189184,98.122,0.139,0.14,,,97.492,,,0.63,,,7.37,,,1.57,7.16
France,1893,39688732,161696579584,96.33,-1.792,-1.83,,,95.685,,,0.645,,,7.34,,,1.52,7.12
France,1894,39734644,167674413056,101.9,5.569,5.78,,,101.24,,,0.66,,,7.49,,,1.58,7.27
France,1895,39780605,164201316352,102.775,0.876,0.86,,,102.068,,,0.707,,,7.14,,,1.46,6.92
France,1896,39826616,172021760000,106.282,3.506,3.41,,,105.545,,,0.736,,,7.16,,,1.4,6.93
France,1897,39872676,169744039936,111.261,4.979,4.69,,,110.448,,,0.813,,,7.16,,,1.46,6.93
France,1898,39918787,178040733696,115.046,3.785,3.4,,,114.156,,,0.89,,,7.01,,,1.56,6.79
France,1899,39965598,188133441536,120.3,5.254,4.57,,,119.472,,,0.828,,,6.71,,,1.38,6.5
France,1900,40013112,186101235712,129.277,8.977,7.46,,,128.54,,,0.736,,,6.86,,,1.09,6.62
France,1901,40061330,183083204608,125.005,-4.272,-3.3,,,124.298,,,0.707,,,6.44,,,0.95,6.2
France,1902,40110254,180073594880,117.662,-7.343,-5.87,,,117.017,,,0.645,,,5.93,,,0.8,5.69
France,1903,40159884,184067211264,129.343,11.681,9.93,,,128.79,,,0.553,,,5.97,,,0.65,5.73
France,1904,40209573,185418137600,125.998,-3.345,-2.59,,,125.554,,,0.443,,,5.79,,,0.46,5.52
France,1905,40259319,188625567744,127.427,1.429,1.13,,,126.983,,,0.443,,,5.49,,,0.46,5.24
France,1906,40309123,192058916864,136.568,9.142,7.17,,,136.14,,,0.429,,,5.6,,,0.44,5.35
France,1907,40358986,200370143232,145.596,9.028,6.61,,,145.182,,,0.414,,,5.29,,,0.35,5.05
France,1908,40408906,199237287936,146.714,1.118,0.77,,,146.315,,,0.399,,,5.57,,,0.31,5.28
France,1909,40401655,207518236672,150.096,3.382,2.31,,,149.711,,,0.385,,,5.49,,,0.29,5.2
France,1910,40337510,194824617984,150.612,0.517,0.34,,,150.246,,,0.366,,,5.26,,,0.25,4.97
France,1911,40216750,213970255872,156.907,6.295,4.18,,,156.555,,,0.352,,,5.4,,,0.23,5.09
France,1912,40039650,231651753984,158.578,1.671,1.06,,,158.241,,,0.337,,,5.2,,,0.21,4.91
France,1913,39806486,230326960128,171.112,12.535,7.9,,,170.841,,,0.271,,,5.21,,,0.15,4.9
France,1914,39574676,213933211648,118.351,-52.762,-30.83,,,118.351,,,,,,4.01,,,,3.74
France,1915,39344212,209570136064,103.233,-15.118,-12.77,,,103.233,,,,,,3.57,,,,3.3
France,1916,39115087,220159672320,109.689,6.456,6.25,,,109.689,,,,,,3.52,,,,3.25
France,1917,38887294,186539425792,121.604,11.915,10.86,,,121.604,,,,,,3.75,,,,3.45
France,1918,38672226,147191889920,108.451,-13.154,-10.82,,,108.29,,,0.161,,,3.39,,,0.07,3.12
France,1919,38550359,173414694912,116.141,7.691,7.09,,,115.995,,,0.147,,,4.29,,,0.05,3.85
France,1920,38521777,200616001536,151.778,35.636,30.68,,,151.517,,,0.26,,,4.87,,,0.07,4.33
France,1921,38586564,192315244544,137.909,-13.868,-9.14,,,137.616,,,0.293,,,5.18,,,0.08,4.48
France,1922,38744811,226822684672,163.151,25.241,18.3,,,162.352,,,0.799,,,5.89,,,0.19,5.06
France,1923,38996611,238641922048,184.189,21.039,12.9,,,182.442,,,1.748,,,5.82,,,0.37,5.03
France,1924,39250046,268504907776,206.635,22.446,12.19,,,203.341,,,3.294,,,6.48,,,0.7,5.63
France,1925,39505129,269691011072,213.827,7.192,3.48,,,200.018,,,13.81,,,6.37,,,2.8,5.76
France,1926,39761869,276812496896,213.732,-0.095,-0.04,,,207.39,,,6.342,,,6.76,,,1.29,5.86
France,1927,40020278,271063744512,213.04,-0.692,-0.32,,,212.849,,,0.191,,,6.36,,,0.04,5.35
France,1928,40280367,289936146432,211.619,-1.42,-0.67,,2.097,209.152,,,0.37,,5.9,6.35,,,0.07,5.34
France,1929,40477066,309554839552,234.282,22.663,10.71,,2.86,230.931,,,0.491,,7.78,6.58,,,0.08,5.51
France,1930,40610060,300590628864,237.634,3.352,1.43,,2.468,233.851,,,1.315,,6.96,7.3,,,0.23,6.06
France,1931,40679030,282596868096,217.494,-20.141,-8.48,,2.424,213.706,,,1.363,,7.85,7.58,,,0.24,6.2
France,1932,40683658,264178466816,191.775,-25.718,-11.82,,2.486,186.479,,,2.81,,10.07,7.43,,,0.52,6.07
France,1933,40623618,283050737664,199.387,7.612,3.97,,2.301,189.117,,,7.969,,9.65,7.21,,,1.36,5.99
France,1934,40563668,280309891072,201.35,1.963,0.98,,2.41,188.201,,,10.739,,8.45,6.57,,,1.73,5.57
France,1935,40503806,273155227648,195.372,-5.978,-2.97,,2.177,178.452,,,14.744,,6.79,5.98,,,2.2,5.15
France,1936,40444032,283521155072,198.079,2.707,1.39,,2.293,178.815,,,16.971,,5.93,5.46,,,2.33,4.75
France,1937,40384347,299883364352,217.705,19.626,9.91,,2.104,198.585,,,17.016,,5.16,5.75,,,2.07,4.88
France,1938,40324749,298713251840,201.798,-15.907,-7.31,,,182.24,,,19.559,,,5.66,,,2.45,4.81
France,1939,40306394,320115998720,194.617,-7.181,-3.56,,,177.059,,,17.558,,,5.17,,,2.11,4.39
France,1940,40329369,264163000320,137.737,-56.88,-29.23,,,127.35,,,10.387,,,3.36,,,1.19,2.84
France,1941,40393765,208850403328,119.927,-17.81,-12.93,,1.683,118.245,,,,,3.89,3.05,,,,2.42
France,1942,40499670,187228798976,122.496,2.568,2.14,,1.236,121.081,,0.004,0.176,,3.23,3.11,,0,0.02,2.48
France,1943,40647177,177801003008,125.246,2.75,2.24,,1.446,123.517,,0.077,0.205,,4.16,3.16,,0.04,0.02,2.49
France,1944,40795220,150192898048,79.986,-45.259,-36.14,,0.734,78.959,,0.114,0.18,,3.25,2.04,,0.06,0.02,1.57
France,1945,40943803,162809692160,107.166,27.179,33.98,,0.778,105.333,,0.147,0.909,,3.39,3.52,,0.07,0.09,2.52
France,1946,41092927,247582048256,165.245,58.08,54.2,,1.047,156.79,,0.187,7.222,,2.89,4.86,,0.08,0.63,3.57
France,1947,41242594,268325273600,183.624,18.379,11.12,,1.904,167.954,,0.495,13.271,,4.42,4.65,,0.2,1.09,3.58
France,1948,41392806,287852232704,196.501,12.876,7.01,,2.66,172.619,,0.612,20.61,,5.16,4.63,,0.22,1.54,3.64
France,1949,41589702,327028310016,229.051,32.55,16.57,,3.184,195.775,,0.832,29.261,,5.48,5.53,,0.28,2.19,4.37
France,1950,41833872,351453773824,202.429,-26.622,-11.62,,3.562,166.851,,0.447,31.57,,5.33,4.33,,0.13,1.91,3.37
France,1951,42031196,373113716736,228.916,26.487,13.08,,4.016,186.97,,0.557,37.373,,5.3,4.61,,0.13,2.14,3.59
France,1952,42315596,382998904832,227.188,-1.728,-0.75,,4.274,181.83,,0.564,40.52,,5.3,4.54,,0.13,2.2,3.51
France,1953,42654660,394064691200,214.739,-12.449,-5.48,,4.601,166.628,,0.524,42.986,,5.14,4.12,,0.11,2.2,3.23
France,1954,43024816,413153820672,226.568,11.829,5.51,,4.815,172.138,,0.605,49.01,,4.96,4.26,,0.12,2.37,3.34
France,1955,43411380,436918059008,239.231,12.663,5.59,,5.248,179.389,,0.725,53.868,,4.89,4.1,,0.13,2.33,3.21
France,1956,43808996,458984652800,268.77,29.54,12.35,,5.655,201.711,,0.89,60.515,,4.86,4.39,,0.15,2.41,3.39
France,1957,44221224,486693404672,277.841,9.071,3.38,,6.233,207.481,,1.147,62.98,,5.09,4.43,,0.18,2.4,3.39
France,1958,44659052,498861244416,266.487,-11.354,-4.09,,6.629,190.839,,1.367,67.652,,5.11,4.01,,0.19,2.48,3.17
France,1959,45138432,513138982912,262.289,-4.198,-1.58,,6.92,180.331,,2.843,72.195,,4.77,3.64,,0.38,2.48,2.96
France,1960,45673148,549318524928,295.396,33.107,12.62,,7.007,197.283,,6.204,84.903,,4.45,3.83,,0.74,2.72,3.15
France,1961,46266972,579768680448,314.659,19.262,6.52,,7.603,203.824,,8.889,94.342,,4.63,4.12,,1.01,2.85,3.34
France,1962,46907044,618376462336,331.822,17.164,5.45,,8.344,207.441,,10.375,105.662,,4.73,4.21,,1.07,2.97,3.4
France,1963,47560824,650490675200,337.791,5.969,1.8,,8.962,199.68,,9.69,119.459,,4.82,3.91,,0.93,3.14,3.29
France,1964,48184416,693811347456,367.996,30.204,8.94,,10.645,203.033,,10.713,143.605,,5.16,3.89,,0.93,3.5,3.4
France,1965,48746652,727557406720,362.962,-5.034,-1.37,0.279,11.055,183.796,,10.393,157.718,1309.656,5.11,3.47,,0.84,3.57,3.21
France,1966,49232536,764514074624,379.107,16.145,4.45,0.285,11.517,179.882,,11.585,176.123,1341.317,4.94,3.36,,0.86,3.7,3.19
France,1967,49651080,799864782848,403.416,24.309,6.41,0.284,12.051,175.815,,13.097,202.452,1427.175,5.02,3.34,,0.91,3.99,3.3
France,1968,50024584,835171385344,416.951,13.535,3.36,0.278,12.549,168.516,,15.523,220.363,1506.558,4.91,3.17,,1,3.98,3.23
France,1969,50387440,893107437568,442.189,25.238,6.05,0.268,13.614,166.509,,17.769,244.297,1660.291,5.03,3.02,,1.04,4.09,3.21
France,1970,50763920,944232660992,459.523,17.334,3.92,0.256,14.337,152.805,,19.749,272.632,1803.217,4.97,2.68,,1.1,4.01,3.08
France,1971,51162572,989968596992,492.108,32.585,7.09,0.264,14.185,141.594,5.668,23.743,306.919,1874.792,4.76,2.48,1.76,1.23,4.26,3.18
France,1972,51573268,1034024779776,512.476,20.368,4.14,0.257,14.529,125.381,5.535,28.185,338.845,2004.091,4.6,2.2,1.6,1.37,4.36,3.16
France,1973,51979532,1090179825664,537.407,24.93,4.86,0.248,14.787,120.074,5.272,32.334,364.94,2175.946,4.42,2.05,1.31,1.52,4.4,3.15
France,1974,52356792,1122228371456,519.205,-18.202,-3.39,0.244,15.432,120.427,4.998,33.636,344.712,2137,4.61,2.05,1.28,1.54,4.21,3.05
France,1975,52688576,1114332594176,480.182,-39.023,-7.52,0.24,13.993,109.186,4.691,38.749,313.563,2013.224,4.2,1.82,1.39,1.76,3.86,2.82
France,1976,52969312,1162522918912,521.988,41.806,8.71,0.245,13.777,123.399,4.882,39.955,339.975,2142.998,3.96,1.96,1.23,1.7,3.97,2.9
Germany,1792,,,0.469,,,,,0.469,,,,,,2.14,,,,2.14
Germany,1793,,,0.48,0.011,2.34,,,0.48,,,,,,2.19,,,,2.19
Germany,1794,,,0.443,-0.037,-7.63,,,0.443,,,,,,2.03,,,,2.03
Germany,1795,,,0.447,0.004,0.83,,,0.447,,,,,,2.04,,,,2.04
Germany,1796,,,0.535,0.088,19.67,,,0.535,,,,,,2.33,,,,2.33
Germany,1797,,,0.55,0.015,2.74,,,0.55,,,,,,2.28,,,,2.28
Germany,1798,,,0.575,0.026,4.67,,,0.575,,,,,,2.29,,,,2.29
Germany,1799,,,0.627,0.051,8.92,,,0.627,,,,,,2.37,,,,2.37
Germany,1800,18000000,,0.795,0.169,26.9,,,0.795,,,,,,2.83,,,,2.83
Germany,1801,18294612,,0.535,-0.26,-32.72,,,0.535,,,,,,1.91,,,,1.91
Germany,1802,18594046,,0.553,0.018,3.42,,,0.553,,,,,,1.5,,,,1.5
Germany,1803,18898381,,0.535,-0.018,-3.31,,,0.535,,,,,,1.7,,,,1.7
Germany,1804,19207698,,1.008,0.473,88.36,,,1.008,,,,,,2.94,,,,2.94
Germany,1805,19522077,,1.041,0.033,3.27,,,1.041,,,,,,3.11,,,,3.11
Germany,1806,19841601,,0.938,-0.103,-9.86,,,0.938,,,,,,2.68,,,,2.68
Germany,1807,20166356,,2.689,1.751,186.72,,,2.689,,,,,,7.29,,,,7.29
Germany,1808,20496425,,0.898,-1.792,-66.62,,,0.898,,,,,,2.56,,,,2.56
Germany,1809,20831897,,0.931,0.033,3.67,,,0.931,,,,,,2.65,,,,2.65
Germany,1810,21178441,,0.978,0.048,5.12,,,0.978,,,,,,2.62,,,,2.62
Germany,1811,21525076,,0.927,-0.051,-5.24,,,0.927,,,,,,2.34,,,,2.34
Germany,1812,21877384,,0.912,-0.015,-1.58,,,0.912,,,,,,2.22,,,,2.22
Germany,1813,22235459,,0.89,-0.022,-2.41,,,0.89,,,,,,2.16,,,,2.16
Germany,1814,22599394,,0.883,-0.007,-0.82,,,0.883,,,,,,2.1,,,,2.1
Germany,1815,22969286,,1.03,0.147,16.6,,,1.03,,,,,,2.37,,,,2.37
Germany,1816,23345232,,2.385,1.356,131.67,,,2.385,,,,,,5,,,,5
Germany,1817,23727332,,3.382,0.997,41.78,,,3.382,,,,,,6.84,,,,6.84
Germany,1818,24115685,,3.532,0.15,4.44,,,3.532,,,,,,7.11,,,,7.11
Germany,1819,24488367,,3.276,-0.256,-7.26,,,3.276,,,,,,6.56,,,,6.56
Germany,1820,24844857,39150661632,3.382,0.106,3.24,,,3.382,,,,,,6.67,,,,6.67
Germany,1821,25184625,,3.532,0.15,4.44,,,3.532,,,,,,6.87,,,,6.87
Germany,1822,25507128,,3.631,0.099,2.8,,,3.631,,,,,,6.79,,,,6.79
Germany,1823,25811809,,4.034,0.403,11.1,,,4.034,,,,,,7.13,,,,7.13
Germany,1824,26120130,,3.232,-0.802,-19.89,,,3.232,,,,,,5.52,,,,5.52
Germany,1825,26432134,,4.338,1.107,34.24,,,4.338,,,,,,7.14,,,,7.14
Germany,1826,26747865,,4.188,-0.15,-3.46,,,4.188,,,,,,6.82,,,,6.82
Germany,1827,27067367,,4.54,0.352,8.4,,,4.54,,,,,,6.89,,,,6.89
Germany,1828,27390685,,4.54,0,0,,,4.54,,,,,,6.81,,,,6.81
Germany,1829,27709637,,3.631,-0.909,-20.02,,,3.631,,,,,,5.47,,,,5.47
Germany,1830,28024082,,4.793,1.161,31.99,,,4.793,,,,,,5.38,,,,5.38
Germany,1831,28333882,,4.591,-0.202,-4.2,,,4.591,,,,,,5.43,,,,5.43
Germany,1832,28638891,,3.448,-1.143,-24.9,,,3.448,,,,,,4.05,,,,4.05
Germany,1833,28938965,,4.378,0.931,26.99,,,4.378,,,,,,5.04,,,,5.04
Germany,1834,29242182,,4.411,0.033,0.75,,,4.411,,,,,,4.99,,,,4.99
Germany,1835,29548576,,4.932,0.52,11.79,,,4.932,,,,,,5.45,,,,5.45
